Pedigree,Genotype,Note,KRN,QS,TS,date
10g-1503-21@,Z015E0230,M162W,16,3,T,3.24.2011
10g-1504-21@,Z002E0217,CML103,16,5,S,3.24.2011
10g-1504-22@,Z002E0217,CML103,16,5,S,3.24.2011
10g-1505-21@,Z003E0212,CML228,14,2,T,3.24.2011
10g-1505-22@,Z003E0212,CML228,14,2,T,3.24.2011
10g-1505-23@,Z003E0212,CML228,16,3,T,3.24.2011
10g-1505-24@,Z003E0212,CML228,14,3,T,3.24.2011
10g-1506-21@,Z025E0218,Tx303,14,3,T,3.24.2011
10g-1506-22@,Z025E0218,Tx303,,,,3.24.2011
10g-1506-23@,Z025E0218,Tx303,,,,3.24.2011
10g-1507-21@,Z025E0238,Tx303,18,3,S,3.24.2011
10g-1507-22@,Z025E0238,Tx303,20,4,T,3.24.2011
10g-1507-23@,Z025E0238,Tx303,20,4,T,3.24.2011
10g-1507-24@,Z025E0238,Tx303,,,,3.24.2011
10g-1508-21@,Z009E0214,CML69,16,4,S,3.24.2011
10g-1508-22@,Z009E0214,CML69,12,5,S,3.24.2011
10g-1508-23@,Z009E0214,CML69,,,,3.24.2011
10g-1509-21@,Z009E0219,CML69,12,5,S,3.24.2011
10g-1509-22@,Z009E0219,CML69,12,5,S,3.24.2011
10g-1509-23@,Z009E0219,CML69,12,5,S,3.24.2011
10g-1509-24@,Z009E0219,CML69,,,,3.24.2011
10g-1510-21@,Z021E0205,NC358,23,4,S,3.24.2011
10g-1510-22@,Z021E0205,NC358,18,1,S,3.24.2011
10g-1510-23@,Z021E0205,NC358,18,5,S,3.24.2011
10g-1511-21@,Z021E0216,NC358,16,2,S,3.24.2011
10g-1511-22@,Z021E0216,NC358,14,2,S,3.24.2011
10g-1511-23@,Z021E0216,NC358,16,2,S,3.24.2011
10g-1512-21@,Z016E0220,M37W,12,4,S,3.24.2011
10g-1512-22@,Z016E0220,M37W,14,3,S,3.24.2011
10g-1512-23@,Z016E0220,M37W,14,3,S,3.24.2011
10g-1513-21@,Z002E0197,CML103,18,5,S,3.24.2011
10g-1513-22@,Z002E0197,CML103,16,5,S,3.24.2011
10g-1513-23@,Z002E0197,CML103,14,5,S,3.24.2011
10g-1513-24@,Z002E0197,CML103,16,5,S,3.24.2011
10g-1513-25@,Z002E0197,CML103,,,,3.24.2011
10g-1514-21@,Z003E0197,CML228,20,3,T,3.24.2011
10g-1514-22@,Z003E0197,CML228,16,4,S,3.24.2011
10g-1514-23@,Z003E0197,CML228,18,3,S,3.24.2011
10g-1514-24@,Z003E0197,CML228,18,2,S,3.24.2011
10g-1514-25@,Z003E0197,CML228,20,3,T,3.24.2011
10g-1516-21@,Z005E0188,CML277,14,4,S,3.24.2011
10g-1516-22@,Z005E0188,CML277,16,3,S,3.24.2011
10g-1517-21@,Z006E0147,CML322,12,5,S,3.24.2011
10g-1517-22@,Z006E0147,CML322,12,4,S,3.24.2011
10g-1517-23@,Z006E0147,CML322,12,5,S,3.24.2011
10g-1517-24@,Z006E0147,CML322,16,4,S,3.24.2011
10g-1517-25@,Z006E0147,CML322,12,5,S,3.24.2011
10g-1518-21@,Z006E0189,CML322,17,3,T,3.24.2011
10g-1518-22@,Z006E0189,CML322,18,3,T,3.24.2011
10g-1518-23@,Z006E0189,CML322,18,3,T,3.24.2011
10g-1518-24@,Z006E0189,CML322,,,,3.24.2011
10g-1519-21@,Z006E0193,CML322,16,5,S,3.24.2011
10g-1519-22@,Z006E0193,CML322,12,4,S,3.24.2011
10g-1519-23@,Z006E0193,CML322,14,5,S,3.24.2011
10g-1519-24@,Z006E0193,CML322,16,5,S,3.24.2011
10g-1520-21@,Z009E0139,CML69,14,4,S,3.24.2011
10g-1520-22@,Z009E0139,CML69,14,4,S,3.24.2011
10g-1520-23@,Z009E0139,CML69,16,4,S,3.24.2011
10g-1520-24@,Z009E0139,CML69,14,3,S,3.24.2011
10g-1521-21@,Z010E0141,Hp301,16,4,S,3.24.2011
10g-1521-22@,Z010E0141,Hp301,14,4,S,3.24.2011
10g-1521-23@,Z010E0141,Hp301,14,3,S,3.24.2011
10g-1521-24@,Z010E0141,Hp301,,,,3.24.2011
10g-1521-25@,Z010E0141,Hp301,,,,3.24.2011
10g-1522-21@,Z010E0148,Hp301,12,2,S,3.24.2011
10g-1522-22@,Z010E0148,Hp301,14,1,S,3.24.2011
10g-1522-23@,Z010E0148,Hp301,14,1,S,3.24.2011
10g-1522-24@,Z010E0148,Hp301,,,,3.24.2011
10g-1523-21@,Z010E0154,Hp301,,,,3.24.2011
10g-1523-22@,Z010E0154,Hp301,,,,3.24.2011
10g-1524-21@,Z011E0167,Il14H,14,1,S,3.24.2011
10g-1524-22@,Z011E0167,Il14H,,,,3.24.2011
10g-1524-23@,Z011E0167,Il14H,,,,3.24.2011
10g-1524-24@,Z011E0167,Il14H,,,,3.24.2011
10g-1526-21@,Z011E0169,Il14H,12,5,S,3.24.2011
10g-1526-22@,Z011E0169,Il14H,14,5,S,3.24.2011
10g-1526-23@,Z011E0169,Il14H,14,3,T,3.24.2011
10g-1526-24@,Z011E0169,Il14H,,,,3.24.2011
10g-1526-25@,Z011E0169,Il14H,,,,3.24.2011
10g-1527-21@,Z011E0176,Il14H,16,5,S,3.24.2011
10g-1527-22@,Z011E0176,Il14H,14,3,T,3.24.2011
10g-1527-23@,Z011E0176,Il14H,15,3,T,3.24.2011
10g-1527-24@,Z011E0176,Il14H,15,3,T,3.24.2011
10g-1528-21@,Z011E0195,Il14H,14,1,T,3.24.2011
10g-1528-22@,Z011E0195,Il14H,16,1,S,3.24.2011
10g-1529-21@,Z011E0198,Il14H,14,2,S,3.24.2011
10g-1529-22@,Z011E0198,Il14H,,,,3.24.2011
10g-1530-21@,Z011E0199,Il14H,16,2,S,3.24.2011
10g-1530-22@,Z011E0199,Il14H,14,1,S,3.24.2011
10g-1531-21@,Z012E0159,Ki11,18,5,S,3.24.2011
10g-1531-22@,Z012E0159,Ki11,16,5,S,3.24.2011
10g-1531-23@,Z012E0159,Ki11,14,4,S,3.24.2011
10g-1531-24@,Z012E0159,Ki11,16,5,S,3.24.2011
10g-1531-25@,Z012E0159,Ki11,16,5,S,3.24.2011
10g-1532-21@,Z014E0167,Ky21,16,4,T,3.24.2011
10g-1532-22@,Z014E0167,Ky21,18,3,T,3.24.2011
10g-1532-23@,Z014E0167,Ky21,12,2,T,3.24.2011
10g-1532-24@,Z014E0167,Ky21,14,3,S,3.24.2011
10g-1533-21@,Z015E0113,M162W,14,5,S,3.24.2011
10g-1533-22@,Z015E0113,M162W,14,5,S,3.24.2011
10g-1533-23@,Z015E0113,M162W,,,,3.24.2011
10g-1534-21@,Z015E0232,M162W,16,3,S,3.24.2011
10g-1534-22@,Z015E0232,M162W,16,5,S,3.24.2011
10g-1534-23@,Z015E0232,M162W,16,4,T,3.24.2011
10g-1534-24@,Z015E0232,M162W,14,4,S,3.24.2011
10g-1535-21@,Z015E0236,M162W,14,5,S,3.24.2011
10g-1535-22@,Z015E0236,M162W,12,4,S,3.24.2011
10g-1535-23@,Z015E0236,M162W,16,2,S,3.24.2011
10g-1535-24@,Z015E0236,M162W,,,,3.24.2011
10g-1536-21@,Z015E0242,M162W,14,5,S,3.24.2011
10g-1537-21@,Z015E0243,M162W,16,5,S,3.24.2011
10g-1537-22@,Z015E0243,M162W,16,3,S,3.24.2011
10g-1537-23@,Z015E0243,M162W,18,2,S,3.24.2011
10g-1538-21@,Z016E0251,M37W,18,5,S,3.24.2011
10g-1538-22@,Z016E0251,M37W,16,5,S,3.24.2011
10g-1538-23@,Z016E0251,M37W,16,4,S,3.24.2011
10g-1538-24@,Z016E0251,M37W,,,,3.24.2011
10g-1539-21@,Z016E0254,M37W,14,5,S,3.24.2011
10g-1539-22@,Z016E0254,M37W,12,5,S,3.24.2011
10g-1539-23@,Z016E0254,M37W,16,3,S,3.24.2011
10g-1540-21@,Z018E0125,Mo18W,24,3,T,3.24.2011
10g-1540-22@,Z018E0125,Mo18W,20,3,T,3.24.2011
10g-1540-23@,Z018E0125,Mo18W,20,3,T,3.24.2011
10g-1540-24@,Z018E0125,Mo18W,18,2,T,3.24.2011
10g-1541-21@,Z019E0194,MS71,20,4,S,3.24.2011
10g-1541-22@,Z019E0194,MS71,18,5,S,3.24.2011
10g-1541-23@,Z019E0194,MS71,20,3,S,3.24.2011
10g-1541-24@,Z019E0194,MS71,,,,3.24.2011
10g-1542-21@,Z022E0087,Oh43,14,4,S,3.24.2011
10g-1542-22@,Z022E0087,Oh43,16,5,S,3.24.2011
10g-1542-23@,Z022E0087,Oh43,14,2,S,3.24.2011
10g-1543-21@,Z023E0075,Oh7B,14,4,S,3.24.2011
10g-1543-22@,Z023E0075,Oh7B,18,5,S,3.24.2011
10g-1543-23@,Z023E0075,Oh7B,18,4,S,3.24.2011
10g-1543-24@,Z023E0075,Oh7B,16,3,S,3.24.2011
10g-1544-21@,Z026E0071,Tzi8,18,4,S,3.24.2011
10g-1544-22@,Z026E0071,Tzi8,22,3,T,3.24.2011
10g-1544-23@,Z026E0071,Tzi8,18,3,T,3.24.2011
10g-1544-24@,Z026E0071,Tzi8,18,2,T,3.24.2011
10g-1545-21@,Z026E0230,Tzi8,16,2,S,3.24.2011
10g-1545-22@,Z026E0230,Tzi8,16,1,S,3.24.2011
10g-1546-21@,Z026E0231,Tzi8,12,5,S,3.24.2011
10g-1546-22@,Z026E0231,Tzi8,12,5,S,3.24.2011
10g-1546-23@,Z026E0231,Tzi8,12,5,S,3.24.2011
10g-1546-24@,Z026E0231,Tzi8,10,5,S,3.24.2011
10g-1546-25@,Z026E0231,Tzi8,12,4,S,3.24.2011
10g-1547-21@,Z026E0232,Tzi8,12,4,S,3.24.2011
10g-1547-22@,Z026E0232,Tzi8,12,4,S,3.24.2011
10g-1547-23@,Z026E0232,Tzi8,10,2,S,3.24.2011
10g-1548-21@,Z013E0204,Ki3,12,5,S,3.24.2011
10g-1548-22@,Z013E0204,Ki3,14,5,S,3.24.2011
10g-1548-23@,Z013E0204,Ki3,14,4,S,3.24.2011
10g-1548-24@,Z013E0204,Ki3,12,3,S,3.24.2011
10g-1549-21@,Z013E0207,Ki3,14,5,T,3.24.2011
10g-1549-22@,Z013E0207,Ki3,14,5,T,3.24.2011
10g-1550-21@,Z013E0213,Ki3,16,5,S,3.24.2011
10g-1550-22@,Z013E0213,Ki3,,,,3.24.2011
10g-1551-21@,Z013E0216,Ki3,18,5,S,3.24.2011
10g-1551-22@,Z013E0216,Ki3,16,5,S,3.24.2011
10g-1551-23@,Z013E0216,Ki3,18,4,T,3.24.2011
10g-1552-21@,Z013E0218,Ki3,14,4,T,3.24.2011
10g-1552-22@,Z013E0218,Ki3,16,4,S,3.24.2011
10g-1552-23@,Z013E0218,Ki3,16,3,T,3.24.2011
10g-1553-21@,Z013E0221,Ki3,12,5,S,3.24.2011
10g-1553-22@,Z013E0221,Ki3,12,5,S,3.24.2011
10g-1553-23@,Z013E0221,Ki3,14,5,T,3.24.2011
10g-1554-21@,Z013E0224,Ki3,16,5,S,3.24.2011
10g-1554-22@,Z013E0224,Ki3,18,5,S,3.24.2011
10g-1554-23@,Z013E0224,Ki3,12,4,S,3.24.2011
10g-1555-21@,Z013E0225,Ki3,20,5,S,3.24.2011
10g-1555-22@,Z013E0225,Ki3,16,5,S,3.24.2011
10g-1555-23@,Z013E0225,Ki3,18,5,S,3.24.2011
10g-1555-24@,Z013E0225,Ki3,,,,3.24.2011
10g-1556-21@,Z013E0227,Ki3,16,5,S,3.24.2011
10g-1556-22@,Z013E0227,Ki3,15,4,S,3.24.2011
10g-1556-23@,Z013E0227,Ki3,12,3,S,3.24.2011
10g-1556-24@,Z013E0227,Ki3,,,,3.24.2011
10g-1557-21@,Z013E0228,Ki3,14,4,S,3.24.2011
10g-1557-22@,Z013E0228,Ki3,12,5,S,3.24.2011
10g-1557-23@,Z013E0228,Ki3,12,4,S,3.24.2011
10g-1557-24@,Z013E0228,Ki3,,,,3.24.2011
10g-1558-21@,Z013E0229,Ki3,16,3,S,3.24.2011
10g-1558-22@,Z013E0229,Ki3,16,2,S,3.24.2011
10g-1558-23@,Z013E0229,Ki3,,,,3.24.2011
10g-1558-24@,Z013E0229,Ki3,,,,3.24.2011
10g-1559-21@,Z013E0231,Ki3,18,4,S,3.24.2011
10g-1559-22@,Z013E0231,Ki3,16,4,S,3.24.2011
10g-1559-23@,Z013E0231,Ki3,16,3,S,3.24.2011
10g-1559-24@,Z013E0231,Ki3,,,,3.24.2011
10g-1560-21@,Z013E0232,Ki3,18,5,S,3.24.2011
10g-1560-22@,Z013E0232,Ki3,,,,3.24.2011
10g-1560-23@,Z013E0232,Ki3,,,,3.24.2011
10g-1560-24@,Z013E0232,Ki3,,,,3.24.2011
10g-1561-21@,Z013E0233,Ki3,12,4,S,3.24.2011
10g-1561-22@,Z013E0233,Ki3,12,3,S,3.24.2011
10g-1561-23@,Z013E0233,Ki3,12,3,S,3.24.2011
10g-1561-24@,Z013E0233,Ki3,12,4,S,3.24.2011
10g-1561-25@,Z013E0233,Ki3,14,3,S,3.24.2011
10g-1562-21@,Z013E0234,Ki3,16,5,S,3.24.2011
10g-1562-22@,Z013E0234,Ki3,12,4,S,3.24.2011
10g-1562-23@,Z013E0234,Ki3,14,4,S,3.24.2011
10g-1563-21@,Z013E0235,Ki3,14,5,S,3.24.2011
10g-1563-22@,Z013E0235,Ki3,16,4,S,3.24.2011
10g-1564-21@,Z013E0236,Ki3,14,5,S,3.24.2011
10g-1564-22@,Z013E0236,Ki3,12,5,S,3.24.2011
10g-1564-23@,Z013E0236,Ki3,14,5,S,3.24.2011
10g-1564-24@,Z013E0236,Ki3,14,2,S,3.24.2011
10g-1565-21@,Z013E0238,Ki3,16,5,S,3.24.2011
10g-1565-22@,Z013E0238,Ki3,14,5,S,3.24.2011
10g-1565-23@,Z013E0238,Ki3,16,5,S,3.24.2011
10g-1565-24@,Z013E0238,Ki3,16,5,S,3.24.2011
10g-1565-25@,Z013E0238,Ki3,,,,3.24.2011
10g-1566-21@,Z013E0239,Ki3,12,5,S,3.24.2011
10g-1566-22@,Z013E0239,Ki3,14,4,S,3.24.2011
10g-1567-21@,Z013E0240,Ki3,14,5,S,3.24.2011
10g-1567-22@,Z013E0240,Ki3,16,5,S,3.24.2011
10g-1567-23@,Z013E0240,Ki3,16,4,S,3.24.2011
10g-1567-24@,Z013E0240,Ki3,14,3,S,3.24.2011
10g-1567-25@,Z013E0240,Ki3,,,,3.24.2011
10g-1568-21@,Z013E0241,Ki3,16,5,S,3.24.2011
10g-1568-22@,Z013E0241,Ki3,16,3,T,3.24.2011
10g-1568-23@,Z013E0241,Ki3,16,3,T,3.24.2011
10g-1568-24@,Z013E0241,Ki3,,,,3.24.2011
10g-1569-21@,Z013E0249,Ki3,16,5,S,3.24.2011
10g-1569-22@,Z013E0249,Ki3,16,4,S,3.24.2011
10g-1569-23@,Z013E0249,Ki3,16,2,T,3.24.2011
10g-1570-21@,Z013E0250,Ki3,14,5,S,3.24.2011
10g-1570-22@,Z013E0250,Ki3,14,4,S,3.24.2011
10g-1570-23@,Z013E0250,Ki3,16,4,S,3.24.2011
10g-1570-24@,Z013E0250,Ki3,,,,3.24.2011
10g-1571-21@,Z013E0251,Ki3,19,4,T,3.24.2011
10g-1571-22@,Z013E0251,Ki3,16,4,S,3.24.2011
10g-1571-23@,Z013E0251,Ki3,16,5,S,3.24.2011
10g-1571-24@,Z013E0251,Ki3,16,3,T,3.24.2011
10g-1571-25@,Z013E0251,Ki3,,,,3.24.2011
10g-1572-21@,Z013E0253,Ki3,16,4,S,3.24.2011
10g-1572-22@,Z013E0253,Ki3,14,4,T,3.24.2011
10g-1572-23@,Z013E0253,Ki3,14,5,S,3.24.2011
10g-1572-24@,Z013E0253,Ki3,14,5,S,3.24.2011
10g-1572-25@,Z013E0253,Ki3,14,4,S,3.24.2011
10g-1573-21@,Z013E0256,Ki3,12,5,S,3.24.2011
10g-1573-22@,Z013E0256,Ki3,14,4,S,3.24.2011
10g-1573-23@,Z013E0256,Ki3,,,,3.24.2011
10g-1574-21@,Z013E0285,Ki3,16,4,S,3.24.2011
10g-1574-22@,Z013E0285,Ki3,14,3,S,3.24.2011
10g-1575-21@,Z013E0286,Ki3,16,3,T,3.24.2011
10g-1575-22@,Z013E0286,Ki3,12,2,S,3.24.2011
10g-1575-23@,Z013E0286,Ki3,16,4,S,3.24.2011
10g-1575-24@,Z013E0286,Ki3,14,4,S,3.24.2011
10g-1576-21@,Z013E0287,Ki3,14,5,S,3.24.2011
10g-1576-22@,Z013E0287,Ki3,16,5,S,3.24.2011
10g-1576-23@,Z013E0287,Ki3,17,3,S,3.24.2011
10g-1576-24@,Z013E0287,Ki3,20,4,T,3.24.2011
10g-1577-21@,Z013E0288,Ki3,18,4,S,3.24.2011
10g-1577-22@,Z013E0288,Ki3,14,4,S,3.24.2011
10g-1577-23@,Z013E0288,Ki3,14,3,S,3.24.2011
10g-1577-24@,Z013E0288,Ki3,16,2,T,3.24.2011
10g-1577-25@,Z013E0288,Ki3,18,4,T,3.24.2011
10g-1578-21@,Z013E0289,Ki3,16,4,S,3.24.2011
10g-1578-22@,Z013E0289,Ki3,14,5,S,3.24.2011
10g-1578-23@,Z013E0289,Ki3,12,3,S,3.24.2011
10g-1578-24@,Z013E0289,Ki3,16,1,S,3.24.2011
10g-1579-21@,Z013E0290,Ki3,14,4,T,3.24.2011
10g-1579-22@,Z013E0290,Ki3,14,3,S,3.24.2011
10g-1579-23@,Z013E0290,Ki3,12,2,S,3.24.2011
10g-1580-21@,Z013E0291,Ki3,16,5,S,3.24.2011
10g-1580-22@,Z013E0291,Ki3,18,4,S,3.24.2011
10g-1580-23@,Z013E0291,Ki3,16,5,S,3.24.2011
10g-1580-24@,Z013E0291,Ki3,16,5,S,3.24.2011
10g-1580-25@,Z013E0291,Ki3,,,,3.24.2011
10g-1581-21@,Z013E0292,Ki3,12,5,S,3.24.2011
10g-1581-22@,Z013E0292,Ki3,14,3,S,3.24.2011
10g-1581-23@,Z013E0292,Ki3,16,4,S,3.24.2011
10g-1581-24@,Z013E0292,Ki3,16,3,S,3.24.2011
10g-1582-21@,Z013E0293,Ki3,,,,3.24.2011
10g-1583-21@,Z013E0294,Ki3,16,5,S,3.24.2011
10g-1583-22@,Z013E0294,Ki3,16,4,S,3.24.2011
10g-1583-23@,Z013E0294,Ki3,16,5,S,3.24.2011
10g-1583-24@,Z013E0294,Ki3,14,4,T,3.24.2011
10g-1583-25@,Z013E0294,Ki3,,,,3.24.2011
10g-1584-21@,Z013E0295,Ki3,16,5,S,3.24.2011
10g-1584-22@,Z013E0295,Ki3,16,5,S,3.24.2011
10g-1584-23@,Z013E0295,Ki3,14,4,T,3.24.2011
10g-1584-24@,Z013E0295,Ki3,16,5,S,3.24.2011
10g-1584-25@,Z013E0295,Ki3,,,,3.24.2011
10g-1585-21@,Z013E0296,Ki3,18,4,S,3.24.2011
10g-1585-22@,Z013E0296,Ki3,18,4,S,3.24.2011
10g-1585-23@,Z013E0296,Ki3,21,3,T,3.24.2011
10g-1585-24@,Z013E0296,Ki3,,,,3.24.2011
10g-1586-21@,Z013E0297,Ki3,14,4,S,3.24.2011
10g-1586-22@,Z013E0297,Ki3,12,4,S,3.24.2011
10g-1586-23@,Z013E0297,Ki3,12,4,S,3.24.2011
10g-1587-21@,Z013E0298,Ki3,18,4,S,3.24.2011
10g-1587-22@,Z013E0298,Ki3,14,4,S,3.24.2011
10g-1587-23@,Z013E0298,Ki3,16,4,S,3.24.2011
10g-1588-21@,Z013E0299,Ki3,16,5,S,3.24.2011
10g-1588-22@,Z013E0299,Ki3,18,4,T,3.24.2011
10g-1588-23@,Z013E0299,Ki3,16,5,S,3.24.2011
10g-1588-24@,Z013E0299,Ki3,,,,3.24.2011
10g-1589-21@,Z013E0300,Ki3,14,4,T,3.24.2011
10g-1589-22@,Z013E0300,Ki3,14,4,T,3.24.2011
10g-1589-23@,Z013E0300,Ki3,16,3,T,3.24.2011
10g-1589-24@,Z013E0300,Ki3,,,,3.24.2011
10g-1590-21@,Z013E0301,Ki3,14,5,S,3.24.2011
10g-1590-22@,Z013E0301,Ki3,12,5,S,3.24.2011
10g-1590-23@,Z013E0301,Ki3,14,4,T,3.24.2011
10g-1590-24@,Z013E0301,Ki3,,,,3.24.2011
10g-1591-21@,Z013E0302,Ki3,16,4,T,3.24.2011
10g-1591-22@,Z013E0302,Ki3,16,5,S,3.24.2011
10g-1591-23@,Z013E0302,Ki3,16,5,S,3.24.2011
10g-1591-24@,Z013E0302,Ki3,,,,3.24.2011
10g-1592-21@,Z013E0303,Ki3,18,5,S,3.24.2011
10g-1592-22@,Z013E0303,Ki3,16,5,S,3.24.2011
10g-1592-23@,Z013E0303,Ki3,18,5,S,3.24.2011
10g-1592-24@,Z013E0303,Ki3,16,5,S,3.24.2011
10g-1592-25@,Z013E0303,Ki3,18,3,S,3.24.2011
10g-1593-21@,Z013E0304,Ki3,18,5,S,3.24.2011
10g-1593-22@,Z013E0304,Ki3,16,5,S,3.24.2011
10g-1593-23@,Z013E0304,Ki3,18,5,S,3.24.2011
10g-1593-24@,Z013E0304,Ki3,16,5,S,3.24.2011
10g-1594-21@,Z013E0305,Ki3,16,4,S,3.24.2011
10g-1594-22@,Z013E0305,Ki3,17,4,S,3.24.2011
10g-1594-23@,Z013E0305,Ki3,16,5,S,3.24.2011
10g-1595-21@,Z013E0306,Ki3,14,5,S,3.24.2011
10g-1595-22@,Z013E0306,Ki3,16,3,S,3.24.2011
10g-1595-23@,Z013E0306,Ki3,12,5,S,3.24.2011
10g-1595-24@,Z013E0306,Ki3,14,4,T,3.24.2011
10g-1596-21@,Z013E0307,Ki3,12,5,S,3.24.2011
10g-1596-22@,Z013E0307,Ki3,12,5,S,3.24.2011
10g-1596-23@,Z013E0307,Ki3,14,2,S,3.24.2011
10g-1597-21@,Z013E0308,Ki3,18,4,T,3.24.2011
10g-1597-22@,Z013E0308,Ki3,16,4,T,3.24.2011
10g-1597-23@,Z013E0308,Ki3,18,3,T,3.24.2011
10g-1597-24@,Z013E0308,Ki3,17,3,T,3.24.2011
10g-1597-25@,Z013E0308,Ki3,,,,3.24.2011
10g-1598-21@,Z013E0309,Ki3,14,5,S,3.24.2011
10g-1598-22@,Z013E0309,Ki3,12,5,S,3.24.2011
10g-1598-23@,Z013E0309,Ki3,14,4,S,3.24.2011
10g-1598-24@,Z013E0309,Ki3,12,5,S,3.24.2011
10g-1598-25@,Z013E0309,Ki3,,,,3.24.2011
10g-1599-21@,Z013E0310,Ki3,14,3,S,3.24.2011
10g-1599-22@,Z013E0310,Ki3,14,3,S,3.24.2011
10g-1599-23@,Z013E0310,Ki3,15,2,S,3.24.2011
10g-1600-21@,Z013E0311,Ki3,18,3,S,3.24.2011
10g-1600-22@,Z013E0311,Ki3,17,3,S,3.24.2011
10g-1600-23@,Z013E0311,Ki3,14,3,T,3.24.2011
10g-1601-21@,Z013E0312,Ki3,12,4,S,3.24.2011
10g-1601-22@,Z013E0312,Ki3,12,4,S,3.24.2011
10g-1602-21@,Z013E0313,Ki3,16,5,S,3.24.2011
10g-1603-21@,Z013E0314,Ki3,16,5,S,3.24.2011
10g-1603-22@,Z013E0314,Ki3,14,5,S,3.24.2011
10g-1603-23@,Z013E0314,Ki3,,,,3.24.2011
10g-1603-24@,Z013E0314,Ki3,,,,3.24.2011
10g-1603-25@,Z013E0314,Ki3,,,,3.24.2011
10g-1604-21@,Z013E0315,Ki3,16,4,S,3.24.2011
10g-1604-22@,Z013E0315,Ki3,18,3,S,3.24.2011
10g-1604-23@,Z013E0315,Ki3,18,3,S,3.24.2011
10g-1604-24@,Z013E0315,Ki3,18,3,S,3.24.2011
10g-1604-25@,Z013E0315,Ki3,18,2,S,3.24.2011
10g-1605-21@,Z013E0316,Ki3,16,5,S,3.24.2011
10g-1605-22@,Z013E0316,Ki3,,,,3.24.2011
10g-1606-21@,Z013E0317,Ki3,16,5,S,3.24.2011
10g-1606-22@,Z013E0317,Ki3,14,5,S,3.24.2011
10g-1606-23@,Z013E0317,Ki3,14,4,S,3.24.2011
10g-1606-24@,Z013E0317,Ki3,14,5,S,3.24.2011
10g-1606-25@,Z013E0317,Ki3,,,,3.24.2011
10g-1607-21@,Z013E0318,Ki3,20,5,S,3.24.2011
10g-1607-22@,Z013E0318,Ki3,20,5,S,3.24.2011
10g-1607-23@,Z013E0318,Ki3,,,,3.24.2011
10g-1607-24@,Z013E0318,Ki3,,,,3.24.2011
10g-1607-25@,Z013E0318,Ki3,,,,3.24.2011
10g-1608-21@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1608-22@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1608-23@,Z013E0319,Ki3,16,5,S,3.24.2011
10g-1609-21@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-22@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-23@,Z013E0320,Ki3,16,5,S,3.24.2011
10g-1609-24@,Z013E0320,Ki3,14,4,S,3.24.2011
10g-1610-21@,Z013E0321,Ki3,13,3,T,3.24.2011
10g-1610-22@,Z013E0321,Ki3,12,4,S,3.24.2011
10g-1610-23@,Z013E0321,Ki3,15,2,S,3.24.2011
10g-1611-21@,Z013E0322,Ki3,14,5,S,3.24.2011
10g-1611-22@,Z013E0322,Ki3,14,4,S,3.24.2011
10g-1611-23@,Z013E0322,Ki3,14,4,S,3.24.2011
10g-1612-21@,Z013E0323,Ki3,16,5,S,3.24.2011
10g-1612-22@,Z013E0323,Ki3,16,5,S,3.24.2011
10g-1612-23@,Z013E0323,Ki3,16,4,S,3.24.2011
10g-1612-24@,Z013E0323,Ki3,20,3,S,3.24.2011
10g-1612-25@,Z013E0323,Ki3,,,,3.24.2011
10g-1613-21@,Z013E0324,Ki3,16,5,S,3.24.2011
10g-1613-22@,Z013E0324,Ki3,16,4,T,3.24.2011
10g-1613-23@,Z013E0324,Ki3,14,4,S,3.24.2011
10g-1613-24@,Z013E0324,Ki3,16,3,S,3.24.2011
10g-1614-21@,Z024E0212,P39,,,,3.24.2011
10g-1614-22@,Z024E0212,P39,,,,3.24.2011
10g-1614-23@,Z024E0212,P39,,,,3.24.2011
10g-1615-21@,Z019E0075,MS71,16,2,S,3.24.2011
10g-1615-22@,Z019E0075,MS71,18,1,S,3.24.2011
10g-1615-23@,Z019E0075,MS71,,,,3.24.2011
10g-1616-21@,Z011E0175,Il14H,12,1,S,3.24.2011
10g-1616-22@,Z011E0175,Il14H,10,1,S,3.24.2011
10g-1616-23@,Z011E0175,Il14H,,,,3.24.2011
10g-1616-24@,Z011E0175,Il14H,,,,3.24.2011
10g-1617-21@,Z021E0008,NC358,14,3,T,3.24.2011
10g-1617-22@,Z021E0008,NC358,14,3,T,3.24.2011
10g-1617-23@,Z021E0008,NC358,16,3,S,3.24.2011
10g-1618-21@,Z021E0044,NC358,22,5,S,3.24.2011
10g-1618-22@,Z021E0044,NC358,20,4,S,3.24.2011
10g-1618-23@,Z021E0044,NC358,16,4,S,3.24.2011
10g-1618-24@,Z021E0044,NC358,,,,3.24.2011
10g-1619-21@,Z021E0093,NC358,22,4,T,3.24.2011
10g-1619-22@,Z021E0093,NC358,18,4,T,3.24.2011
10g-1619-23@,Z021E0093,NC358,,,,3.24.2011
10g-1620-21@,Z021E0080,NC358,14,5,S,3.24.2011
10g-1620-22@,Z021E0080,NC358,12,5,S,3.24.2011
10g-1621-21@,Z011E0162,Il14H,12,5,S,3.24.2011
10g-1621-22@,Z011E0162,Il14H,12,4,S,3.24.2011
10g-1621-23@,Z011E0162,Il14H,12,1,S,3.24.2011
10g-1621-24@,Z011E0162,Il14H,,,,3.24.2011
