order,Pedigree,Genotype,Note,KRN,QS,ST
2062,10NAM-1103-21@,Z004E0061,CML247,18,4,S
2063,10NAM-1104-21@,Z004E0062,CML247,20,5,S
2064,10NAM-1104-22@,Z004E0062,CML247,18,4,S
2065,10NAM-1105-21@,Z004E0063,CML247,16,2,S
2066,10NAM-1105-22@,Z004E0063,CML247,18,2,S
2067,10NAM-1106-21@,Z004E0064,CML247,18,4,T
2068,10NAM-1106-22@,Z004E0064,CML247,16,5,S
2070,10NAM-1107-21@,Z004E0065,CML247,10,1,S
2071,10NAM-1108-21@,Z004E0066,CML247,18,4,S
2072,10NAM-1108-22@,Z004E0066,CML247,16,5,S
2074,10NAM-1109-21@,Z004E0067,CML247,20,3,T
2075,10NAM-1109-22@,Z004E0067,CML247,20,3,T
2076,10NAM-1110-21@,Z004E0068,CML247,16,2,T
2077,10NAM-1110-22@,Z004E0068,CML247,16,3,T
2078,10NAM-1112-21@,Z004E0070,CML247,16,5,S
2079,10NAM-1114-21@,Z004E0072,CML247,16,1,T
2080,10NAM-1116-21@,Z004E0074,CML247,16,3,T
2082,10NAM-1117-21@,Z004E0075,CML247,20,2,S
2083,10NAM-1117-22@,Z004E0075,CML247,18,2,S
2084,10NAM-1118-21@,Z004E0076,CML247,14,5,S
2085,10NAM-1118-22@,Z004E0076,CML247,12,4,S
2086,10NAM-1119-21@,Z004E0077,CML247,18,5,S
2087,10NAM-1119-22@,Z004E0077,CML247,16,5,S
2088,10NAM-1119-23@,Z004E0077,CML247,16,5,S
2090,10NAM-1120-21@,Z004E0078,CML247,16,4,S
2091,10NAM-1120-22@,Z004E0078,CML247,16,4,S
2092,10NAM-1120-23@,Z004E0078,CML247,,,
2093,10NAM-1121-21@,Z004E0079,CML247,14,3,S
2094,10NAM-1121-22@,Z004E0079,CML247,14,2,S
2096,10NAM-1122-21@,Z004E0080,CML247,14,5,S
2097,10NAM-1122-22@,Z004E0080,CML247,16,5,S
2100,10NAM-1125-21@,Z004E0083,CML247,14,5,S
2101,10NAM-1125-22@,Z004E0083,CML247,16,3,S
2102,10NAM-1125-23@,Z004E0083,CML247,16,5,S
2104,10NAM-1126-21@,Z004E0084,CML247,16,5,S
2105,10NAM-1128-21@,Z004E0086,CML247,14,1,S
2106,10NAM-1129-21@,Z004E0087,CML247,16,4,S
2107,10NAM-1129-22@,Z004E0087,CML247,18,1,S
2108,10NAM-1129-23@,Z004E0087,CML247,16,3,T
2109,10NAM-1130-21@,Z004E0088,CML247,14,1,S
2110,10NAM-1130-22@,Z004E0088,CML247,16,2,S
2112,10NAM-1131-21@,Z004E0089,CML247,16,2,S
2113,10NAM-1131-22@,Z004E0089,CML247,14,2,S
2114,10NAM-1132-21@,Z004E0090,CML247,14,4,S
2115,10NAM-1132-22@,Z004E0090,CML247,12,3,S
2118,10NAM-1133-21@,Z004E0091,CML247,16,5,S
2119,10NAM-1133-22@,Z004E0091,CML247,16,3,S
2120,10NAM-1133-23@,Z004E0091,CML247,,,
2121,10NAM-1134-21@,Z004E0092,CML247,14,2,S
2122,10NAM-1135-21@,Z004E0093,CML247,16,5,S
2123,10NAM-1135-22@,Z004E0093,CML247,16,5,S
2124,10NAM-1135-23@,Z004E0093,CML247,16,4,S
2126,10NAM-1136-21@,Z004E0094,CML247,16,4,S
2127,10NAM-1136-22@,Z004E0094,CML247,16,4,S
2128,10NAM-1137-21@,Z004E0095,CML247,14,1,S
2129,10NAM-1137-22@,Z004E0095,CML247,14,3,S
2130,10NAM-1138-21@,Z004E0096,CML247,18,5,S
2131,10NAM-1138-22@,Z004E0096,CML247,18,4,S
2132,10NAM-1138-23@,Z004E0096,CML247,18,5,S
2133,10NAM-1139-21@,Z004E0097,CML247,14,2,S
2134,10NAM-1140-21@,Z004E0098,CML247,20,5,S
2135,10NAM-1140-22@,Z004E0098,CML247,20,5,S
2136,10NAM-1141-21@,Z004E0099,CML247,16,5,S
2137,10NAM-1141-22@,Z004E0099,CML247,16,5,S
2138,10NAM-1141-23@,Z004E0099,CML247,18,5,S
2139,10NAM-1142-21@,Z004E0100,CML247,20,5,S
2140,10NAM-1142-22@,Z004E0100,CML247,22,4,T
2141,10NAM-1142-23@,Z004E0100,CML247,20,4,T
2142,10NAM-1142-24@,Z004E0100,CML247,20,3,T
2143,10NAM-1143-21@,Z004E0101,CML247,16,5,S
2144,10NAM-1144-21@,Z004E0102,CML247,16,4,S
2145,10NAM-1144-22@,Z004E0102,CML247,14,4,S
2146,10NAM-1144-23@,Z004E0102,CML247,16,3,S
2147,10NAM-1145-21@,Z004E0103,CML247,18,3,S
2148,10NAM-1145-22@,Z004E0103,CML247,16,3,S
2149,10NAM-1145-23@,Z004E0103,CML247,16,4,S
2153,10NAM-1147-21@,Z004E0105,CML247,16,5,S
2154,10NAM-1147-22@,Z004E0105,CML247,14,3,S
2155,10NAM-1148-21@,Z004E0106,CML247,18,4,S
2156,10NAM-1148-22@,Z004E0106,CML247,16,5,S
2157,10NAM-1149-21@,Z004E0107,CML247,17,1,S
2158,10NAM-1149-22@,Z004E0107,CML247,18,5,S
2159,10NAM-1150-21@,Z004E0108,CML247,18,5,S
2160,10NAM-1150-22@,Z004E0108,CML247,16,5,S
2161,10NAM-1151-21@,Z004E0109,CML247,14,5,S
2162,10NAM-1152-21@,Z004E0110,CML247,14,4,T
2163,10NAM-1152-22@,Z004E0110,CML247,14,5,S
2164,10NAM-1153-21@,Z004E0111,CML247,14,5,S
2165,10NAM-1153-22@,Z004E0111,CML247,12,5,S
2166,10NAM-1153-23@,Z004E0111,CML247,12,5,S
2168,10NAM-1154-21@,Z004E0112,CML247,20,4,S
2169,10NAM-1155-21@,Z004E0113,CML247,18,4,T
2170,10NAM-1155-22@,Z004E0113,CML247,20,5,S
2171,10NAM-1155-23@,Z004E0113,CML247,17,3,S
2172,10NAM-1156-21@,Z004E0114,CML247,18,4,S
2173,10NAM-1156-22@,Z004E0114,CML247,16,5,S
2174,10NAM-1156-23@,Z004E0114,CML247,18,5,S
2175,10NAM-1156-24@,Z004E0114,CML247,18,5,S
2176,10NAM-1158-21@,Z004E0116,CML247,16,3,S
2177,10NAM-1158-22@,Z004E0116,CML247,14,3,S
2178,10NAM-1160-21@,Z004E0118,CML247,16,5,S
2179,10NAM-1160-22@,Z004E0118,CML247,12,3,S
2180,10NAM-1160-23@,Z004E0118,CML247,16,5,S
2181,10NAM-1160-24@,Z004E0118,CML247,,,
2182,10NAM-1161-21@,Z004E0120,CML247,16,5,S
2183,10NAM-1161-22@,Z004E0120,CML247,18,4,S
2184,10NAM-1161-23@,Z004E0120,CML247,18,5,S
2185,10NAM-1161-24@,Z004E0120,CML247,18,5,S
2186,10NAM-1161-25@,Z004E0120,CML247,16,5,S
2187,10NAM-1163-21@,Z004E0122,CML247,16,3,S
2188,10NAM-1163-22@,Z004E0122,CML247,16,3,S
2189,10NAM-1164-21@,Z004E0123,CML247,16,5,S
2190,10NAM-1164-22@,Z004E0123,CML247,14,5,S
2191,10NAM-1164-23@,Z004E0123,CML247,16,5,S
2192,10NAM-1164-24@,Z004E0123,CML247,14,5,S
2193,10NAM-1165-21@,Z004E0124,CML247,16,4,S
2194,10NAM-1165-22@,Z004E0124,CML247,16,4,T
2196,10NAM-1166-21@,Z004E0125,CML247,18,4,T
2197,10NAM-1166-22@,Z004E0125,CML247,16,4,T
2198,10NAM-1167-21@,Z004E0126,CML247,18,5,S
2199,10NAM-1168-21@,Z004E0127,CML247,14,2,S
2201,10NAM-1169-21@,Z004E0128,CML247,14,1,S
2202,10NAM-1169-22@,Z004E0128,CML247,14,3,S
2203,10NAM-1171-21@,Z004E0130,CML247,16,5,S
2204,10NAM-1172-21@,Z004E0131,CML247,18,3,S
2206,10NAM-1173-21@,Z004E0132,CML247,16,5,S
2207,10NAM-1173-22@,Z004E0132,CML247,18,3,S
2208,10NAM-1173-23@,Z004E0132,CML247,16,4,S
2209,10NAM-1174-21@,Z004E0133,CML247,12,5,S
2212,10NAM-1178-21@,Z004E0137,CML247,12,2,S
2213,10NAM-1179-21@,Z004E0138,CML247,16,4,S
2214,10NAM-1180-21@,Z004E0139,CML247,14,4,T
2215,10NAM-1181-21@,Z004E0140,CML247,18,2,S
2216,10NAM-1181-22@,Z004E0140,CML247,14,5,S
2217,10NAM-1182-21@,Z004E0141,CML247,14,4,S
2218,10NAM-1183-21@,Z004E0142,CML247,14,2,S
2219,10NAM-1187-21@,Z004E0146,CML247,16,1,S
2220,10NAM-1187-22@,Z004E0146,CML247,12,3,S
2221,10NAM-1188-21@,Z004E0147,CML247,18,5,S
2222,10NAM-1189-21@,Z004E0148,CML247,14,4,S
2223,10NAM-1189-22@,Z004E0148,CML247,16,5,S
2224,10NAM-1190-21@,Z004E0149,CML247,18,5,S
2225,10NAM-1192-21@,Z004E0151,CML247,16,1,S
2226,10NAM-1200-21@,Z004E0159,CML247,14,1,S
2227,10NAM-1200-22@,Z004E0159,CML247,14,4,T
2228,10NAM-1200-23@,Z004E0159,CML247,14,3,T
2229,10NAM-1201-21@,Z004E0160,CML247,18,4,S
2230,10NAM-1201-22@,Z004E0160,CML247,16,5,S
2231,10NAM-1201-23@,Z004E0160,CML247,18,5,S
2232,10NAM-1202-21@,Z004E0161,CML247,12,5,S
2233,10NAM-1202-22@,Z004E0161,CML247,14,4,T
2236,10NAM-1204-21@,Z004E0163,CML247,18,3,S
2237,10NAM-1205-21@,Z004E0164,CML247,16,3,T
2238,10NAM-1206-21@,Z004E0165,CML247,18,3,T
2239,10NAM-1207-21@,Z004E0166,CML247,12,5,S
2241,10NAM-1212-21@,Z004E0171,CML247,14,5,S
2242,10NAM-1214-21@,Z004E0173,CML247,16,4,T
2243,10NAM-1215-21@,Z004E0174,CML247,16,3,S
2246,10NAM-1218-21@,Z004E0177,CML247,18,4,T
2248,10NAM-1219-21@,Z004E0178,CML247,17,3,T
2249,10NAM-1219-22@,Z004E0178,CML247,16,5,S
2250,10NAM-1219-23@,Z004E0178,CML247,16,4,T
2251,10NAM-1219-24@,Z004E0178,CML247,18,4,T
2252,10NAM-1220-21@,Z004E0179,CML247,16,3,S
2253,10NAM-1220-22@,Z004E0179,CML247,14,5,S
2254,10NAM-1220-23@,Z004E0179,CML247,18,5,S
2256,10NAM-1221-21@,Z004E0180,CML247,16,5,S
2257,10NAM-1222-21@,Z004E0181,CML247,20,5,S
2258,10NAM-1223-21@,Z004E0182,CML247,14,2,S
2259,10NAM-1225-21@,Z004E0184,CML247,14,1,S
2260,10NAM-1225-22@,Z004E0184,CML247,16,5,S
2261,10NAM-1225-23@,Z004E0184,CML247,14,4,T
2263,10NAM-1226-21@,Z004E0185,CML247,16,2,S
2265,10NAM-1227-21@,Z004E0186,CML247,12,1,S
2266,10NAM-1227-22@,Z004E0186,CML247,16,2,S
2267,10NAM-1227-23@,Z004E0186,CML247,14,4,S
2268,10NAM-1227-24@,Z004E0186,CML247,14,5,S
2269,10NAM-1228-21@,Z004E0187,CML247,14,3,S
2270,10NAM-1229-21@,Z004E0188,CML247,16,3,S
2271,10NAM-1230-21@,Z004E0189,CML247,20,3,S
2272,10NAM-1230-22@,Z004E0189,CML247,20,3,S
2274,10NAM-1232-21@,Z004E0191,CML247,16,5,S
2275,10NAM-1232-22@,Z004E0191,CML247,18,4,T
2276,10NAM-1232-23@,Z004E0191,CML247,14,4,T
2277,10NAM-1233-21@,Z004E0192,CML247,12,5,S
2278,10NAM-1233-22@,Z004E0192,CML247,16,4,S
2279,10NAM-1234-21@,Z004E0193,CML247,18,3,S
2280,10NAM-1234-22@,Z004E0193,CML247,18,3,S
2281,10NAM-1235-21@,Z004E0194,CML247,16,2,S
2283,10NAM-1236-21@,Z004E0195,CML247,12,4,S
2284,10NAM-1238-21@,Z004E0197,CML247,16,3,S
2285,10NAM-1238-22@,Z004E0197,CML247,14,5,S
2287,10NAM-1239-21@,Z004E0198,CML247,16,5,S
2288,10NAM-1239-22@,Z004E0198,CML247,16,5,S
2289,10NAM-1239-23@,Z004E0198,CML247,18,5,S
2290,10NAM-1239-24@,Z004E0198,CML247,16,4,T
2291,10NAM-1239-25@,Z004E0198,CML247,16,2,S
2292,10NAM-1240-21@,Z004E0199,CML247,20,5,S
2294,10NAM-1241-21@,Z004E0200,CML247,14,3,S
2295,10NAM-1241-22@,Z004E0200,CML247,16,3,S
2296,10NAM-1241-23@,Z004E0200,CML247,16,3,S
2297,10NAM-1241-24@,Z004E0200,CML247,16,4,S
2298,10NAM-1242-21[bm]@,Z004E0208,CML247,20,5,S
2299,10NAM-1243-21@,Z004E0232,CML247,16,5,S
2300,10NAM-1243-22@,Z004E0232,CML247,20,3,S
2301,10NAM-1243-23@,Z004E0232,CML247,20,4,S
2302,10NAM-1244-21@,Z008E0001,CML52,14,3,S
2303,10NAM-1245-21@,Z008E0002,CML52,16,5,S
2304,10NAM-1245-22@,Z008E0002,CML52,16,4,T
2305,10NAM-1245-23@,Z008E0002,CML52,14,5,S
2307,10NAM-1246-21@,Z008E0003,CML52,10,5,S
2308,10NAM-1248-21@,Z008E0005,CML52,16,4,S
2309,10NAM-1248-22@,Z008E0005,CML52,15,4,S
2310,10NAM-1249-21@,Z008E0006,CML52,16,5,S
2311,10NAM-1250-21@,Z008E0007,CML52,16,5,S
2312,10NAM-1252-21@,Z008E0009,CML52,16,5,S
2313,10NAM-1252-22@,Z008E0009,CML52,14,5,S
2314,10NAM-1253-21@,Z008E0010,CML52,12,4,S
2315,10NAM-1253-22@,Z008E0010,CML52,12,5,S
2316,10NAM-1254-21@,Z008E0011,CML52,14,5,S
2317,10NAM-1255-21@,Z008E0012,CML52,16,5,S
2318,10NAM-1255-22@,Z008E0012,CML52,14,5,S
2320,10NAM-1258-21@,Z008E0015,CML52,10,5,S
2322,10NAM-1259-21@,Z008E0016,CML52,14,5,S
2323,10NAM-1260-21@,Z008E0017,CML52,12,5,S
2324,10NAM-1260-22@,Z008E0017,CML52,12,5,S
2325,10NAM-1262-21@,Z008E0019,CML52,14,4,S
2326,10NAM-1263-21@,Z008E0020,CML52,16,2,S
2327,10NAM-1265-21@,Z008E0022,CML52,12,5,S
2328,10NAM-1266-21@,Z008E0023,CML52,14,5,S
2329,10NAM-1266-22@,Z008E0023,CML52,14,4,S
2330,10NAM-1267-21@,Z008E0024,CML52,14,3,S
2331,10NAM-1269-21@,Z008E0026,CML52,18,4,S
2332,10NAM-1269-22@,Z008E0026,CML52,20,5,S
2333,10NAM-1269-23@,Z008E0026,CML52,18,3,S
2334,10NAM-1270-21@,Z008E0027,CML52,16,5,S
2335,10NAM-1271-21@,Z008E0028,CML52,14,5,S
2336,10NAM-1271-22@,Z008E0028,CML52,12,4,S
2337,10NAM-1272-21@,Z008E0029,CML52,16,5,S
2338,10NAM-1274-21@,Z008E0031,CML52,14,4,S
2339,10NAM-1275-21@,Z008E0032,CML52,12,5,S
2340,10NAM-1275-22@,Z008E0032,CML52,10,4,S
2341,10NAM-1276-21@,Z008E0033,CML52,16,3,S
2342,10NAM-1278-21@,Z008E0035,CML52,14,4,S
2344,10NAM-1279-21@,Z008E0036,CML52,17,3,S
2345,10NAM-1280-21@,Z008E0037,CML52,12,4,S
2347,10NAM-1281-21@,Z008E0038,CML52,18,5,S
2349,10NAM-1285-21@,Z008E0042,CML52,16,4,T
2350,10NAM-1286-21@,Z008E0043,CML52,18,5,S
2351,10NAM-1287-21@,Z008E0044,CML52,16,1,S
2352,10NAM-1288-21@,Z008E0045,CML52,14,2,S
2353,10NAM-1288-22@,Z008E0045,CML52,16,4,S
2355,10NAM-1289-21@,Z008E0046,CML52,16,2,S
2356,10NAM-1291-21@,Z008E0048,CML52,16,5,S
2358,10NAM-1294-21@,Z008E0051,CML52,14,4,T
2359,10NAM-1296-21@,Z008E0053,CML52,16,5,S
2360,10NAM-1296-22@,Z008E0053,CML52,14,4,S
2361,10NAM-1296-23@,Z008E0053,CML52,14,4,S
2362,10NAM-1298-21@,Z008E0055,CML52,18,2,S
2363,10NAM-1298-22@,Z008E0055,CML52,16,3,T
2364,10NAM-1299-21@,Z008E0056,CML52,12,5,S
2365,10NAM-1299-22@,Z008E0056,CML52,18,3,T
2366,10NAM-1300-21@,Z008E0057,CML52,14,5,S
2367,10NAM-1300-22@,Z008E0057,CML52,14,1,S
2368,10NAM-1302-21@,Z008E0059,CML52,12,5,S
2369,10NAM-1308-21@,Z008E0065,CML52,12,4,S
2370,10NAM-1308-22@,Z008E0065,CML52,12,5,S
2371,10NAM-1308-23@,Z008E0065,CML52,,,
2372,10NAM-1310-21@,Z008E0067,CML52,12,5,S
2373,10NAM-1311-21@,Z008E0068,CML52,14,1,S
2374,10NAM-1312-21@,Z008E0069,CML52,14,4,S
2376,10NAM-1315-21@,Z008E0072,CML52,12,2,S
2377,10NAM-1315-22@,Z008E0072,CML52,14,3,S
2381,10NAM-1319-21@,Z008E0076,CML52,18,5,S
2382,10NAM-1320-21@,Z008E0077,CML52,12,5,S
2384,10NAM-1321-21@,Z008E0078,CML52,12,5,S
2385,10NAM-1321-22@,Z008E0078,CML52,16,5,S
2386,10NAM-1322-21@,Z008E0079,CML52,12,5,S
2388,10NAM-1323-21@,Z008E0080,CML52,16,1,S
2389,10NAM-1324-21@,Z008E0081,CML52,12,4,S
2390,10NAM-1324-22@,Z008E0081,CML52,12,5,S
2391,10NAM-1324-23@,Z008E0081,CML52,16,2,S
2392,10NAM-1325-21@,Z008E0082,CML52,12,5,S
2394,10NAM-1326-21@,Z008E0083,CML52,16,4,T
2395,10NAM-1327-21@,Z008E0084,CML52,18,5,S
2396,10NAM-1328-21@,Z008E0085,CML52,16,5,S
2397,10NAM-1328-22@,Z008E0085,CML52,16,5,S
2398,10NAM-1329-21@,Z008E0086,CML52,12,3,S
2399,10NAM-1330-21@,Z008E0087,CML52,14,4,S
2400,10NAM-1330-22@,Z008E0087,CML52,14,3,S
2401,10NAM-1332-21@,Z008E0090,CML52,12,3,S
2402,10NAM-1332-22@,Z008E0090,CML52,12,3,S
2403,10NAM-1333-21@,Z008E0091,CML52,22,4,S
2404,10NAM-1334-21@,Z008E0092,CML52,14,3,S
2405,10NAM-1335-21@,Z008E0093,CML52,18,5,S
2406,10NAM-1335-22@,Z008E0093,CML52,16,4,S
2408,10NAM-1338-21@,Z008E0096,CML52,16,2,S
2409,10NAM-1338-22@,Z008E0096,CML52,14,4,S
2410,10NAM-1338-23@,Z008E0096,CML52,12,2,S
2411,10NAM-1339-21@,Z008E0097,CML52,14,3,S
2412,10NAM-1340-21@,Z008E0098,CML52,14,2,S
2413,10NAM-1340-22@,Z008E0098,CML52,14,4,S
2414,10NAM-1341-21@,Z008E0099,CML52,14,3,T
2415,10NAM-1341-22@,Z008E0099,CML52,16,4,T
2416,10NAM-1341-23@,Z008E0099,CML52,14,3,S
2418,10NAM-1342-21@,Z008E0100,CML52,14,4,S
2419,10NAM-1342-22@,Z008E0100,CML52,12,3,S
2420,10NAM-1342-23@,Z008E0100,CML52,16,4,S
2421,10NAM-1343-21@,Z008E0101,CML52,14,3,S
2423,10NAM-1344-21@,Z008E0102,CML52,14,4,S
2426,10NAM-1346-21@,Z008E0104,CML52,16,5,S
2427,10NAM-1346-22@,Z008E0104,CML52,14,3,S
2428,10NAM-1348-21@,Z008E0106,CML52,12,5,S
2429,10NAM-1348-22@,Z008E0106,CML52,12,4,S
2430,10NAM-1349-21@,Z008E0107,CML52,14,2,S
2431,10NAM-1349-22@,Z008E0107,CML52,12,5,S
2434,10NAM-1350-21@,Z008E0108,CML52,16,3,S
2435,10NAM-1350-22@,Z008E0108,CML52,17,4,T
2436,10NAM-1350-23@,Z008E0108,CML52,18,4,T
2437,10NAM-1350-24@,Z008E0108,CML52,20,4,T
2438,10NAM-1350-25@,Z008E0108,CML52,22,4,T
2439,10NAM-1351-21@,Z008E0109,CML52,16,5,S
2440,10NAM-1351-22@,Z008E0109,CML52,14,5,S
2441,10NAM-1352-21@,Z008E0110,CML52,12,5,S
2443,10NAM-1353-21@,Z008E0111,CML52,16,5,S
2444,10NAM-1353-22@,Z008E0111,CML52,16,5,S
2445,10NAM-1353-23@,Z008E0111,CML52,16,5,S
2446,10NAM-1353-24@,Z008E0111,CML52,14,5,S
2447,10NAM-1354-21@,Z008E0112,CML52,14,4,S
2448,10NAM-1354-22@,Z008E0112,CML52,14,5,S
2450,10NAM-1355-21@,Z008E0113,CML52,14,3,T
2451,10NAM-1356-21@,Z008E0114,CML52,14,4,S
2452,10NAM-1356-22@,Z008E0114,CML52,14,5,S
2453,10NAM-1358-21@,Z008E0116,CML52,15,1,S
2454,10NAM-1359-21@,Z008E0117,CML52,18,5,S
2455,10NAM-1360-21@,Z008E0118,CML52,12,5,S
2456,10NAM-1360-22@,Z008E0118,CML52,12,5,S
2457,10NAM-1360-23@,Z008E0118,CML52,12,5,S
2458,10NAM-1361-21@,Z008E0119,CML52,14,2,S
2459,10NAM-1362-21@,Z008E0120,CML52,16,4,S
2461,10NAM-1363-21@,Z008E0121,CML52,15,2,S
2465,10NAM-1367-21@,Z008E0125,CML52,12,2,S
2466,10NAM-1368-21@,Z008E0126,CML52,16,2,S
2467,10NAM-1370-21@,Z008E0128,CML52,20,4,T
2469,10NAM-1371-21@,Z008E0129,CML52,16,3,S
2471,10NAM-1373-21@,Z008E0131,CML52,14,1,S
2472,10NAM-1373-22@,Z008E0131,CML52,12,5,S
2473,10NAM-1374-21@,Z008E0132,CML52,16,5,S
2475,10NAM-1375-21@,Z008E0133,CML52,16,5,S
2476,10NAM-1375-22@,Z008E0133,CML52,16,5,S
2477,10NAM-1376-21@,Z008E0134,CML52,16,5,S
2478,10NAM-1376-22@,Z008E0134,CML52,16,5,S
2479,10NAM-1377-21@,Z008E0135,CML52,14,3,S
2480,10NAM-1378-21@,Z008E0136,CML52,14,1,S
2482,10NAM-1379-21@,Z008E0137,CML52,14,2,S
2483,10NAM-1380-21@,Z008E0139,CML52,16,5,S
2484,10NAM-1380-22@,Z008E0139,CML52,16,5,S
2485,10NAM-1380-23@,Z008E0139,CML52,14,3,S
2486,10NAM-1381-21@,Z008E0140,CML52,14,3,S
2487,10NAM-1381-22@,Z008E0140,CML52,14,2,S
2488,10NAM-1385-21@,Z008E0144,CML52,14,3,S
2489,10NAM-1385-22@,Z008E0144,CML52,14,4,S
2490,10NAM-1386-21@,Z008E0145,CML52,18,5,S
2491,10NAM-1387-21@,Z008E0146,CML52,12,5,S
2492,10NAM-1388-21@,Z008E0147,CML52,12,4,S
2493,10NAM-1389-21@,Z008E0148,CML52,14,5,S
2494,10NAM-1389-22@,Z008E0148,CML52,16,5,S
2495,10NAM-1391-21@,Z008E0150,CML52,16,4,S
2496,10NAM-1391-22@,Z008E0150,CML52,16,3,S
2497,10NAM-1392-21@,Z008E0151,CML52,14,2,S
2498,10NAM-1392-22@,Z008E0151,CML52,12,2,S
2499,10NAM-1393-21@,Z008E0152,CML52,12,1,S
2500,10NAM-1393-22@,Z008E0152,CML52,12,5,S
2501,10NAM-1394-21@,Z008E0153,CML52,14,5,S
2502,10NAM-1395-21@,Z008E0154,CML52,14,3,S
2504,10NAM-1398-21@,Z008E0157,CML52,16,2,S
2505,10NAM-1398-22@,Z008E0157,CML52,20,1,S
2506,10NAM-1399-21@,Z008E0158,CML52,14,3,T
2507,10NAM-1400-21@,Z008E0159,CML52,14,2,S
2508,10NAM-1401-21@,Z008E0160,CML52,16,3,S
2509,10NAM-1402-21@,Z008E0161,CML52,14,4,S
2510,10NAM-1402-22@,Z008E0161,CML52,12,5,S
2511,10NAM-1403-21@,Z008E0162,CML52,12,4,S
2512,10NAM-1403-22@,Z008E0162,CML52,12,4,S
2513,10NAM-1404-21@,Z008E0163,CML52,12,5,S
2514,10NAM-1406-21@,Z008E0165,CML52,16,2,S
2515,10NAM-1406-22@,Z008E0165,CML52,15,3,T
2516,10NAM-1408-21@,Z008E0167,CML52,14,4,S
2517,10NAM-1408-22@,Z008E0167,CML52,16,2,S
2518,10NAM-1409-21@,Z008E0168,CML52,14,5,S
2519,10NAM-1409-22@,Z008E0168,CML52,12,4,S
2520,10NAM-1410-21@,Z008E0169,CML52,14,3,S
2522,10NAM-1411-21@,Z008E0170,CML52,12,3,S
2523,10NAM-1411-22@,Z008E0170,CML52,,,
2526,10NAM-1414-21@,Z008E0173,CML52,18,5,S
2527,10NAM-1415-21@,Z008E0174,CML52,14,2,S
2530,10NAM-1417-21@,Z008E0176,CML52,14,1,S
2531,10NAM-1418-21@,Z008E0177,CML52,16,3,S
2532,10NAM-1418-22@,Z008E0177,CML52,16,4,S
2534,10NAM-1419-21@,Z008E0178,CML52,18,4,T
2535,10NAM-1420-21@,Z008E0179,CML52,17,3,T
2536,10NAM-1420-22@,Z008E0179,CML52,16,5,S
2537,10NAM-1420-23@,Z008E0179,CML52,,,
2538,10NAM-1421-21@,Z008E0180,CML52,18,2,S
2539,10NAM-1421-22@,Z008E0180,CML52,16,2,S
2540,10NAM-1422-21@,Z008E0181,CML52,12,4,S
2541,10NAM-1422-22@,Z008E0181,CML52,14,5,S
2543,10NAM-1424-21@,Z008E0183,CML52,14,5,S
2544,10NAM-1425-21@,Z008E0184,CML52,14,3,S
2545,10NAM-1425-22@,Z008E0184,CML52,14,3,S
2546,10NAM-1426-21@,Z008E0185,CML52,14,2,S
2547,10NAM-1427-21@,Z008E0186,CML52,12,4,S
2548,10NAM-1427-22@,Z008E0186,CML52,10,5,S
2549,10NAM-1428-21@,Z008E0187,CML52,14,5,S
2550,10NAM-1430-21@,Z008E0189,CML52,14,5,S
2551,10NAM-1430-22@,Z008E0189,CML52,14,5,S
2552,10NAM-1431-21@,Z008E0190,CML52,14,2,S
2553,10NAM-1432-21@,Z008E0191,CML52,18,5,S
2554,10NAM-1432-22@,Z008E0191,CML52,16,4,S
2555,10NAM-1433-21@,Z008E0192,CML52,14,5,S
2556,10NAM-1434-21@,Z008E0193,CML52,16,5,S
2557,10NAM-1434-22@,Z008E0193,CML52,16,5,S
2558,10NAM-1435-21@,Z008E0194,CML52,12,5,S
2559,10NAM-1435-22@,Z008E0194,CML52,14,2,S
2560,10NAM-1436-21@,Z008E0195,CML52,14,3,S
2561,10NAM-1436-22@,Z008E0195,CML52,14,1,S
2562,10NAM-1436-23@,Z008E0195,CML52,14,1,S
2563,10NAM-1437-21@,Z008E0196,CML52,16,3,T
2564,10NAM-1437-22@,Z008E0196,CML52,16,1,S
2565,10NAM-1438-21@,Z008E0197,CML52,14,4,S
2566,10NAM-1440-21@,Z008E0199,CML52,16,3,S
2567,10NAM-1441-21@,Z008E0200,CML52,12,5,S
2568,10NAM-1441-22@,Z008E0200,CML52,12,3,S
2569,10NAM-1441-23@,Z008E0200,CML52,12,4,S
2570,10NAM-1442-21@,Z008E0253,CML52,14,5,S
2572,10NAM-1444-21@,Z009E0002,CML69,14,5,S
2573,10NAM-1445-21@,Z009E0003,CML69,16,5,S
2574,10NAM-1445-22@,Z009E0003,CML69,16,4,S
2575,10NAM-1446-21@,Z009E0004,CML69,14,5,S
2576,10NAM-1448-21@,Z009E0007,CML69,12,3,S
2577,10NAM-1448-22@,Z009E0007,CML69,12,2,S
2578,10NAM-1448-23@,Z009E0007,CML69,12,4,S
2579,10NAM-1449-21@,Z009E0008,CML69,16,4,S
2580,10NAM-1450-21@,Z009E0009,CML69,12,4,S
2581,10NAM-1450-22@,Z009E0009,CML69,12,4,S
2582,10NAM-1450-23@,Z009E0009,CML69,12,5,S
2583,10NAM-1452-21@,Z009E0012,CML69,10,2,S
2585,10NAM-1453-21@,Z009E0013,CML69,12,5,S
2586,10NAM-1453-22@,Z009E0013,CML69,14,4,S
2587,10NAM-1454-21@,Z009E0014,CML69,16,1,S
2589,10NAM-1456-21@,Z009E0016,CML69,12,1,S
