order,Pedigree,Genotype,Note,KRN,QS,ST
3594,10NAM-2047-23@,Z020E0017,NC350,12,5,S
3595,10NAM-2048-21@,Z020E0018,NC350,12,3,S
3596,10NAM-2048-22@,Z020E0018,NC350,10,3,S
3597,10NAM-2048-23@,Z020E0018,NC350,12,3,S
3598,10NAM-2049-21@,Z020E0019,NC350,18,4,S
3599,10NAM-2049-22@,Z020E0019,NC350,18,3,T
3602,10NAM-2050-21@,Z020E0020,NC350,20,3,S
3603,10NAM-2052-21@,Z020E0022,NC350,14,2,S
3604,10NAM-2052-22@,Z020E0022,NC350,14,3,S
3606,10NAM-2053-21@,Z020E0023,NC350,16,3,S
3607,10NAM-2055-21@,Z020E0025,NC350,16,4,S
3608,10NAM-2055-22@,Z020E0025,NC350,16,4,T
3609,10NAM-2055-23@,Z020E0025,NC350,18,3,T
3610,10NAM-2055-24@,Z020E0025,NC350,18,3,T
3611,10NAM-2057-21@,Z020E0027,NC350,14,3,S
3612,10NAM-2057-22@,Z020E0027,NC350,16,2,S
3613,10NAM-2057-23@,Z020E0027,NC350,14,5,S
3614,10NAM-2058-21@,Z020E0028,NC350,14,2,T
3615,10NAM-2058-22@,Z020E0028,NC350,12,2,T
3616,10NAM-2058-23@,Z020E0028,NC350,12,3,S
3617,10NAM-2059-21@,Z020E0029,NC350,16,2,S
3618,10NAM-2059-22@,Z020E0029,NC350,14,2,T
3619,10NAM-2059-23@,Z020E0029,NC350,14,3,S
3620,10NAM-2059-24@,Z020E0029,NC350,16,3,S
3621,10NAM-2059-25@,Z020E0029,NC350,16,3,S
3622,10NAM-2060-21@,Z020E0030,NC350,16,3,T
3623,10NAM-2060-22@,Z020E0030,NC350,14,2,T
3624,10NAM-2060-23@,Z020E0030,NC350,14,3,T
3625,10NAM-2061-21@,Z020E0031,NC350,18,4,T
3626,10NAM-2061-22@,Z020E0031,NC350,17,3,T
3628,10NAM-2062-21@,Z020E0032,NC350,16,5,S
3629,10NAM-2062-22@,Z020E0032,NC350,16,2,S
3630,10NAM-2063-21@,Z020E0033,NC350,14,3,S
3632,10NAM-2064-21@,Z020E0034,NC350,16,4,S
3633,10NAM-2064-22@,Z020E0034,NC350,18,3,T
3634,10NAM-2064-23@,Z020E0034,NC350,20,3,S
3635,10NAM-2065-21@,Z020E0035,NC350,14,3,S
3636,10NAM-2065-22@,Z020E0035,NC350,16,3,S
3637,10NAM-2067-21@,Z020E0037,NC350,14,3,T
3638,10NAM-2067-22@,Z020E0037,NC350,16,2,T
3639,10NAM-2067-23@,Z020E0037,NC350,18,1,T
3641,10NAM-2068-21@,Z020E0038,NC350,16,3,S
3642,10NAM-2068-22@,Z020E0038,NC350,14,4,S
3647,10NAM-2071-21@,Z020E0041,NC350,14,3,T
3648,10NAM-2071-22@,Z020E0041,NC350,16,2,S
3649,10NAM-2072-21@,Z020E0042,NC350,18,4,T
3650,10NAM-2072-22@,Z020E0042,NC350,16,2,S
3651,10NAM-2072-23@,Z020E0042,NC350,20,5,S
3652,10NAM-2072-24@,Z020E0042,NC350,18,4,T
3653,10NAM-2072-25@,Z020E0042,NC350,18,3,S
3654,10NAM-2073-21@,Z020E0043,NC350,16,3,S
3655,10NAM-2073-22@,Z020E0043,NC350,12,5,S
3656,10NAM-2073-23@,Z020E0043,NC350,12,5,S
3657,10NAM-2073-24@,Z020E0043,NC350,12,2,S
3658,10NAM-2073-25@,Z020E0043,NC350,14,4,S
3659,10NAM-2075-21@,Z020E0045,NC350,16,3,S
3662,10NAM-2076-21@,Z020E0046,NC350,14,3,S
3663,10NAM-2076-22@,Z020E0046,NC350,16,4,S
3664,10NAM-2076-23@,Z020E0046,NC350,14,3,T
3665,10NAM-2076-24@,Z020E0046,NC350,18,5,S
3666,10NAM-2077-21@,Z020E0047,NC350,14,3,T
3667,10NAM-2078-21@,Z020E0048,NC350,14,3,S
3668,10NAM-2078-22@,Z020E0048,NC350,14,2,S
3669,10NAM-2078-23@,Z020E0048,NC350,12,1,S
3671,10NAM-2081-21@,Z020E0052,NC350,16,5,S
3672,10NAM-2082-21@,Z020E0053,NC350,16,2,S
3673,10NAM-2082-22@,Z020E0053,NC350,18,3,S
3674,10NAM-2082-23@,Z020E0053,NC350,17,1,S
3675,10NAM-2082-24@,Z020E0053,NC350,16,3,S
3676,10NAM-2083-21@,Z020E0054,NC350,16,3,T
3677,10NAM-2083-22@,Z020E0054,NC350,16,3,S
3679,10NAM-2084-21@,Z020E0055,NC350,12,2,S
3680,10NAM-2085-21@,Z020E0056,NC350,18,3,T
3681,10NAM-2085-22@,Z020E0056,NC350,18,3,T
3682,10NAM-2085-23@,Z020E0056,NC350,16,5,S
3683,10NAM-2085-24@,Z020E0056,NC350,18,2,S
3684,10NAM-2086-21@,Z020E0057,NC350,20,3,S
3685,10NAM-2086-22@,Z020E0057,NC350,18,5,S
3687,10NAM-2087-21@,Z020E0058,NC350,16,5,S
3688,10NAM-2087-22@,Z020E0058,NC350,16,3,S
3689,10NAM-2088-21@,Z020E0059,NC350,18,3,T
3690,10NAM-2088-22@,Z020E0059,NC350,20,2,S
3691,10NAM-2088-23@,Z020E0059,NC350,22,3,T
3692,10NAM-2089-21@,Z020E0060,NC350,16,3,S
3693,10NAM-2089-22@,Z020E0060,NC350,14,3,T
3694,10NAM-2089-23@,Z020E0060,NC350,16,3,S
3695,10NAM-2089-24@,Z020E0060,NC350,14,5,S
3697,10NAM-2090-21@,Z020E0061,NC350,12,4,S
3698,10NAM-2090-22@,Z020E0061,NC350,16,4,S
3699,10NAM-2091-21@,Z020E0062,NC350,14,4,T
3700,10NAM-2091-22@,Z020E0062,NC350,14,3,T
3702,10NAM-2092-21@,Z020E0063,NC350,16,3,S
3703,10NAM-2092-22@,Z020E0063,NC350,16,5,S
3704,10NAM-2092-23@,Z020E0063,NC350,14,2,S
3705,10NAM-2092-24@,Z020E0063,NC350,16,3,S
3706,10NAM-2092-25@,Z020E0063,NC350,16,4,S
3707,10NAM-2094-21@,Z020E0065,NC350,16,1,S
3709,10NAM-2095-21@,Z020E0066,NC350,16,3,T
3710,10NAM-2095-22@,Z020E0066,NC350,16,3,T
3711,10NAM-2095-23@,Z020E0066,NC350,16,3,T
3712,10NAM-2096-21@,Z020E0067,NC350,12,3,T
3714,10NAM-2097-21@,Z020E0068,NC350,20,2,T
3715,10NAM-2097-22@,Z020E0068,NC350,22,4,T
3716,10NAM-2097-23@,Z020E0068,NC350,22,4,S
3717,10NAM-2097-24@,Z020E0068,NC350,22,4,T
3719,10NAM-2098-21@,Z020E0069,NC350,12,4,S
3720,10NAM-2098-22@,Z020E0069,NC350,14,5,S
3721,10NAM-2098-23@,Z020E0069,NC350,14,3,S
3722,10NAM-2098-24@,Z020E0069,NC350,12,5,S
3723,10NAM-2099-21@,Z020E0070,NC350,18,1,S
3725,10NAM-2100-21@,Z020E0071,NC350,12,3,S
3726,10NAM-2100-22@,Z020E0071,NC350,14,3,T
3727,10NAM-2100-23@,Z020E0071,NC350,12,5,S
3728,10NAM-2101-21@,Z020E0073,NC350,20,3,S
3730,10NAM-2103-21@,Z020E0075,NC350,16,5,S
3731,10NAM-2103-22@,Z020E0075,NC350,20,4,T
3732,10NAM-2103-23@,Z020E0075,NC350,18,4,T
3733,10NAM-2104-21@,Z020E0076,NC350,12,5,S
3735,10NAM-2105-21@,Z020E0077,NC350,14,3,S
3736,10NAM-2105-22@,Z020E0077,NC350,14,2,T
3738,10NAM-2106-21@,Z020E0078,NC350,14,4,S
3739,10NAM-2106-22@,Z020E0078,NC350,14,3,T
3741,10NAM-2107-21@,Z020E0079,NC350,16,3,S
3742,10NAM-2108-21@,Z020E0080,NC350,16,2,T
3743,10NAM-2109-21@,Z020E0081,NC350,16,5,S
3744,10NAM-2109-22@,Z020E0081,NC350,20,3,S
3745,10NAM-2110-21@,Z020E0083,NC350,14,5,S
3746,10NAM-2110-22@,Z020E0083,NC350,14,4,T
3747,10NAM-2110-23@,Z020E0083,NC350,14,5,S
3748,10NAM-2111-21@,Z020E0084,NC350,16,2,S
3749,10NAM-2111-22@,Z020E0084,NC350,18,3,S
3750,10NAM-2113-21@,Z020E0086,NC350,16,3,T
3751,10NAM-2113-22@,Z020E0086,NC350,18,5,S
3752,10NAM-2114-21@,Z020E0087,NC350,14,3,S
3753,10NAM-2114-22@,Z020E0087,NC350,14,1,S
3754,10NAM-2114-23@,Z020E0087,NC350,16,3,T
3755,10NAM-2115-21@,Z020E0088,NC350,14,2,S
3756,10NAM-2115-22@,Z020E0088,NC350,14,3,S
3757,10NAM-2115-23@,Z020E0088,NC350,16,4,S
3758,10NAM-2116-21@,Z020E0089,NC350,18,3,S
3759,10NAM-2116-22@,Z020E0089,NC350,18,4,S
3762,10NAM-2118-21@,Z020E0091,NC350,18,2,S
3763,10NAM-2119-21@,Z020E0092,NC350,12,5,S
3764,10NAM-2120-21@,Z020E0093,NC350,14,2,S
3765,10NAM-2121-21@,Z020E0094,NC350,16,3,T
3766,10NAM-2121-22@,Z020E0094,NC350,16,3,S
3767,10NAM-2121-23@,Z020E0094,NC350,18,3,T
3768,10NAM-2121-24@,Z020E0094,NC350,20,3,T
3770,10NAM-2122-21@,Z020E0095,NC350,14,5,S
3771,10NAM-2122-22@,Z020E0095,NC350,12,3,S
3773,10NAM-2123-21@,Z020E0096,NC350,18,4,T
3774,10NAM-2123-22@,Z020E0096,NC350,20,4,T
3775,10NAM-2123-23@,Z020E0096,NC350,20,5,S
3776,10NAM-2123-24@,Z020E0096,NC350,18,4,S
3777,10NAM-2123-25@,Z020E0096,NC350,24,4,T
3778,10NAM-2124-21@,Z020E0097,NC350,16,2,T
3779,10NAM-2124-22@,Z020E0097,NC350,14,2,T
3782,10NAM-2125-21@,Z020E0098,NC350,12,1,S
3783,10NAM-2126-21@,Z020E0099,NC350,18,3,T
3784,10NAM-2126-22@,Z020E0099,NC350,18,3,T
3785,10NAM-2126-23@,Z020E0099,NC350,18,4,T
3786,10NAM-2126-24@,Z020E0099,NC350,18,3,T
3787,10NAM-2127-21@,Z020E0100,NC350,16,3,T
3788,10NAM-2127-22@,Z020E0100,NC350,18,3,T
3789,10NAM-2127-23@,Z020E0100,NC350,20,4,S
3790,10NAM-2127-24@,Z020E0100,NC350,,,
3792,10NAM-2128-21@,Z020E0101,NC350,18,3,T
3793,10NAM-2128-22@,Z020E0101,NC350,18,3,T
3794,10NAM-2128-23@,Z020E0101,NC350,16,3,S
3795,10NAM-2128-24@,Z020E0101,NC350,18,3,T
3796,10NAM-2129-21@,Z020E0102,NC350,12,3,S
3797,10NAM-2129-22@,Z020E0102,NC350,12,3,S
3798,10NAM-2130-21@,Z020E0103,NC350,14,3,S
3799,10NAM-2130-22@,Z020E0103,NC350,16,2,S
3800,10NAM-2131-21@,Z020E0104,NC350,14,2,S
3801,10NAM-2131-22@,Z020E0104,NC350,14,2,S
3802,10NAM-2132-21@,Z020E0105,NC350,14,4,S
3803,10NAM-2132-22@,Z020E0105,NC350,16,3,S
3804,10NAM-2132-23@,Z020E0105,NC350,12,5,S
3805,10NAM-2132-24@,Z020E0105,NC350,14,3,T
3806,10NAM-2132-25@,Z020E0105,NC350,14,3,T
3807,10NAM-2133-21@,Z020E0106,NC350,14,4,S
3808,10NAM-2133-22@,Z020E0106,NC350,14,5,S
3809,10NAM-2133-23@,Z020E0106,NC350,16,5,S
3810,10NAM-2133-24@,Z020E0106,NC350,14,3,S
3811,10NAM-2133-25@,Z020E0106,NC350,16,4,S
3812,10NAM-2134-21@,Z020E0107,NC350,16,3,S
3813,10NAM-2134-22@,Z020E0107,NC350,18,4,T
3814,10NAM-2135-21@,Z020E0108,NC350,16,2,S
3815,10NAM-2135-22@,Z020E0108,NC350,14,4,S
3816,10NAM-2135-23@,Z020E0108,NC350,13,2,S
3817,10NAM-2135-24@,Z020E0108,NC350,14,4,S
3818,10NAM-2136-21@,Z020E0109,NC350,14,4,S
3819,10NAM-2136-22@,Z020E0109,NC350,14,4,S
3820,10NAM-2137-21@,Z020E0110,NC350,18,1,S
3821,10NAM-2138-21@,Z020E0111,NC350,14,3,S
3822,10NAM-2138-22@,Z020E0111,NC350,16,1,S
3823,10NAM-2138-23@,Z020E0111,NC350,18,2,S
3824,10NAM-2139-21@,Z020E0112,NC350,18,5,S
3825,10NAM-2140-21@,Z020E0113,NC350,16,5,S
3826,10NAM-2140-22@,Z020E0113,NC350,14,4,T
3827,10NAM-2140-23@,Z020E0113,NC350,14,3,T
3828,10NAM-2140-24@,Z020E0113,NC350,12,4,S
3829,10NAM-2140-25@,Z020E0113,NC350,14,3,S
3830,10NAM-2141-21@,Z020E0114,NC350,12,1,S
3831,10NAM-2141-22@,Z020E0114,NC350,14,3,T
3832,10NAM-2141-23@,Z020E0114,NC350,12,4,S
3833,10NAM-2141-24@,Z020E0114,NC350,16,3,T
3834,10NAM-2142-21@,Z020E0115,NC350,18,3,S
3835,10NAM-2143-21@,Z020E0116,NC350,17,3,T
3836,10NAM-2143-22@,Z020E0116,NC350,17,3,T
3837,10NAM-2143-23@,Z020E0116,NC350,18,3,T
3838,10NAM-2143-24@,Z020E0116,NC350,18,2,T
3839,10NAM-2144-21@,Z020E0117,NC350,22,4,T
3840,10NAM-2144-22@,Z020E0117,NC350,22,4,T
3841,10NAM-2144-23@,Z020E0117,NC350,18,5,S
3842,10NAM-2145-21@,Z020E0118,NC350,14,5,S
3843,10NAM-2145-22@,Z020E0118,NC350,14,5,S
3844,10NAM-2145-23@,Z020E0118,NC350,12,5,S
3846,10NAM-2146-21@,Z020E0119,NC350,14,3,T
3847,10NAM-2146-22@,Z020E0119,NC350,14,3,T
3849,10NAM-2148-21@,Z020E0121,NC350,24,3,T
3850,10NAM-2149-21@,Z020E0122,NC350,16,3,T
3851,10NAM-2149-22@,Z020E0122,NC350,16,3,T
3852,10NAM-2149-23@,Z020E0122,NC350,16,3,T
3853,10NAM-2149-24@,Z020E0122,NC350,16,3,T
3854,10NAM-2150-21@,Z020E0123,NC350,14,2,S
3855,10NAM-2150-22@,Z020E0123,NC350,12,5,S
3856,10NAM-2150-23@,Z020E0123,NC350,14,5,S
3857,10NAM-2150-24@,Z020E0123,NC350,12,5,S
3858,10NAM-2151-21@,Z020E0124,NC350,16,5,S
3859,10NAM-2151-22@,Z020E0124,NC350,16,5,S
3860,10NAM-2153-21@,Z020E0126,NC350,22,3,S
3861,10NAM-2153-22@,Z020E0126,NC350,18,4,S
3862,10NAM-2153-23@,Z020E0126,NC350,20,3,S
3864,10NAM-2154-21@,Z020E0127,NC350,16,3,T
3865,10NAM-2154-22@,Z020E0127,NC350,14,3,S
3866,10NAM-2154-23@,Z020E0127,NC350,16,2,T
3867,10NAM-2154-24@,Z020E0127,NC350,16,2,S
3868,10NAM-2155-21@,Z020E0128,NC350,18,3,S
3869,10NAM-2155-22@,Z020E0128,NC350,18,2,S
3871,10NAM-2156-21@,Z020E0129,NC350,20,4,T
3872,10NAM-2156-22@,Z020E0129,NC350,16,4,S
3873,10NAM-2156-23@,Z020E0129,NC350,24,3,T
3874,10NAM-2157-21@,Z020E0130,NC350,20,2,S
3875,10NAM-2157-22@,Z020E0130,NC350,16,1,S
3876,10NAM-2157-23@,Z020E0130,NC350,18,3,S
3877,10NAM-2157-24@,Z020E0130,NC350,18,3,S
3878,10NAM-2158-21@,Z020E0131,NC350,16,2,T
3879,10NAM-2158-22@,Z020E0131,NC350,20,4,T
3880,10NAM-2159-21@,Z020E0132,NC350,19,2,S
3881,10NAM-2159-22@,Z020E0132,NC350,18,3,S
3883,10NAM-2161-21@,Z020E0134,NC350,16,2,S
3885,10NAM-2162-21@,Z020E0135,NC350,18,3,T
3889,10NAM-2163-21@,Z020E0136,NC350,16,3,T
3890,10NAM-2163-22@,Z020E0136,NC350,16,2,S
3891,10NAM-2163-23@,Z020E0136,NC350,15,3,T
3892,10NAM-2163-24@,Z020E0136,NC350,16,4,T
3893,10NAM-2163-25@,Z020E0136,NC350,16,4,S
3894,10NAM-2164-21@,Z020E0137,NC350,16,1,S
3895,10NAM-2164-22@,Z020E0137,NC350,16,3,S
3896,10NAM-2164-23@,Z020E0137,NC350,16,2,T
3897,10NAM-2166-21@,Z020E0139,NC350,12,1,S
3898,10NAM-2166-22@,Z020E0139,NC350,14,3,T
3899,10NAM-2166-23@,Z020E0139,NC350,13,2,S
3900,10NAM-2168-21@,Z020E0141,NC350,18,5,S
3901,10NAM-2168-22@,Z020E0141,NC350,16,2,S
3902,10NAM-2168-23@,Z020E0141,NC350,16,4,S
3904,10NAM-2170-21@,Z020E0143,NC350,20,2,S
3905,10NAM-2170-22@,Z020E0143,NC350,22,3,T
3907,10NAM-2171-21@,Z020E0144,NC350,14,1,S
3908,10NAM-2171-22@,Z020E0144,NC350,16,3,S
3909,10NAM-2171-23@,Z020E0144,NC350,16,1,S
3910,10NAM-2171-24@,Z020E0144,NC350,18,3,S
3911,10NAM-2172-21@,Z020E0145,NC350,18,3,T
3912,10NAM-2172-22@,Z020E0145,NC350,16,2,S
3913,10NAM-2172-23@,Z020E0145,NC350,16,2,T
3914,10NAM-2173-21@,Z020E0146,NC350,14,3,T
3915,10NAM-2173-22@,Z020E0146,NC350,14,4,T
3916,10NAM-2173-23@,Z020E0146,NC350,14,4,T
3918,10NAM-2174-21@,Z020E0147,NC350,12,5,S
3919,10NAM-2174-22@,Z020E0147,NC350,12,3,S
3920,10NAM-2174-23@,Z020E0147,NC350,12,2,S
3921,10NAM-2176-21@,Z020E0149,NC350,17,3,T
3922,10NAM-2176-22@,Z020E0149,NC350,18,1,T
3923,10NAM-2177-21@,Z020E0150,NC350,16,5,S
3924,10NAM-2177-22@,Z020E0150,NC350,16,3,T
3925,10NAM-2178-21@,Z020E0151,NC350,12,3,S
3926,10NAM-2178-22@,Z020E0151,NC350,16,3,T
3927,10NAM-2180-21@,Z020E0153,NC350,20,3,T
3928,10NAM-2180-22@,Z020E0153,NC350,20,3,T
3930,10NAM-2182-21@,Z020E0156,NC350,14,3,T
3931,10NAM-2182-22@,Z020E0156,NC350,14,2,S
3932,10NAM-2182-23@,Z020E0156,NC350,16,3,S
3933,10NAM-2182-24@,Z020E0156,NC350,16,2,T
3934,10NAM-2182-25@,Z020E0156,NC350,10,3,T
3935,10NAM-2183-21@,Z020E0157,NC350,20,1,S
3936,10NAM-2183-22@,Z020E0157,NC350,20,3,T
3937,10NAM-2184-21@,Z020E0158,NC350,14,3,S
3938,10NAM-2184-22@,Z020E0158,NC350,14,4,S
3939,10NAM-2184-23@,Z020E0158,NC350,12,4,S
3943,10NAM-2186-21@,Z020E0160,NC350,14,3,T
3944,10NAM-2186-22@,Z020E0160,NC350,16,2,T
3945,10NAM-2187-21@,Z020E0161,NC350,16,4,S
3946,10NAM-2187-22@,Z020E0161,NC350,18,3,T
3947,10NAM-2187-23@,Z020E0161,NC350,16,5,S
3948,10NAM-2187-24@,Z020E0161,NC350,16,1,S
3949,10NAM-2188-21@,Z020E0162,NC350,16,3,S
3950,10NAM-2188-22@,Z020E0162,NC350,16,5,S
3951,10NAM-2189-21@,Z020E0163,NC350,12,1,S
3952,10NAM-2189-22@,Z020E0163,NC350,,,
3953,10NAM-2190-21@,Z020E0164,NC350,18,2,S
3954,10NAM-2190-22@,Z020E0164,NC350,16,2,S
3955,10NAM-2190-23@,Z020E0164,NC350,16,3,T
3956,10NAM-2190-24@,Z020E0164,NC350,18,3,T
3957,10NAM-2191-21@,Z020E0165,NC350,14,5,S
3958,10NAM-2191-22@,Z020E0165,NC350,12,3,S
3959,10NAM-2191-23@,Z020E0165,NC350,12,5,S
3960,10NAM-2192-21@,Z020E0166,NC350,16,2,S
3961,10NAM-2192-22@,Z020E0166,NC350,16,2,S
3962,10NAM-2192-23@,Z020E0166,NC350,18,4,T
3963,10NAM-2192-24@,Z020E0166,NC350,16,5,S
3964,10NAM-2193-21@,Z020E0167,NC350,18,2,S
3965,10NAM-2193-22@,Z020E0167,NC350,16,3,S
3966,10NAM-2193-23@,Z020E0167,NC350,20,3,T
3967,10NAM-2193-24@,Z020E0167,NC350,18,3,T
3968,10NAM-2193-25@,Z020E0167,NC350,16,2,S
3969,10NAM-2194-21@,Z020E0168,NC350,14,3,T
3970,10NAM-2194-22@,Z020E0168,NC350,16,3,S
3971,10NAM-2194-23@,Z020E0168,NC350,14,4,T
3972,10NAM-2194-24@,Z020E0168,NC350,14,4,T
3973,10NAM-2195-21@,Z020E0169,NC350,16,3,T
3974,10NAM-2195-22@,Z020E0169,NC350,14,1,T
3975,10NAM-2195-23@,Z020E0169,NC350,16,3,S
3976,10NAM-2195-24@,Z020E0169,NC350,14,4,T
3977,10NAM-2196-21@,Z020E0170,NC350,20,2,S
3978,10NAM-2196-22@,Z020E0170,NC350,22,3,T
3979,10NAM-2196-23@,Z020E0170,NC350,20,3,T
3980,10NAM-2196-24@,Z020E0170,NC350,22,3,T
3981,10NAM-2196-25@,Z020E0170,NC350,18,5,S
3982,10NAM-2197-21@,Z020E0171,NC350,18,3,T
3983,10NAM-2197-22@,Z020E0171,NC350,20,4,T
3984,10NAM-2197-23@,Z020E0171,NC350,18,3,T
3985,10NAM-2197-24@,Z020E0171,NC350,18,3,T
3986,10NAM-2198-21@,Z020E0172,NC350,16,3,S
3987,10NAM-2198-22@,Z020E0172,NC350,16,3,S
3989,10NAM-2199-21@,Z020E0173,NC350,22,3,T
3990,10NAM-2199-22@,Z020E0173,NC350,26,3,T
3991,10NAM-2200-21@,Z020E0174,NC350,16,1,S
3992,10NAM-2201-21@,Z020E0175,NC350,18,5,S
3993,10NAM-2201-22@,Z020E0175,NC350,,,
3994,10NAM-2202-21@,Z020E0176,NC350,16,3,S
3995,10NAM-2202-22@,Z020E0176,NC350,14,3,T
3996,10NAM-2202-23@,Z020E0176,NC350,12,5,S
3997,10NAM-2202-24@,Z020E0176,NC350,16,3,S
3998,10NAM-2203-21@,Z020E0179,NC350,14,3,S
3999,10NAM-2203-22@,Z020E0179,NC350,,,
4000,10NAM-2204-21@,Z020E0180,NC350,16,4,S
4001,10NAM-2204-22@,Z020E0180,NC350,14,3,T
4002,10NAM-2204-23@,Z020E0180,NC350,18,3,T
4003,10NAM-2205-21@,Z020E0181,NC350,,,
4004,10NAM-2206-21@,Z020E0182,NC350,16,5,S
4005,10NAM-2206-22@,Z020E0182,NC350,16,3,S
4006,10NAM-2207-21@,Z020E0183,NC350,12,2,S
4007,10NAM-2207-22@,Z020E0183,NC350,12,3,S
4008,10NAM-2207-23@,Z020E0183,NC350,,,
4009,10NAM-2207-24@,Z020E0183,NC350,,,
4010,10NAM-2208-21@,Z020E0185,NC350,14,4,T
4011,10NAM-2208-22@,Z020E0185,NC350,12,5,S
4012,10NAM-2208-23@,Z020E0185,NC350,14,2,T
4013,10NAM-2208-24@,Z020E0185,NC350,14,5,S
4014,10NAM-2208-25@,Z020E0185,NC350,12,5,S
4015,10NAM-2210-21@,Z020E0187,NC350,12,2,S
4016,10NAM-2210-22@,Z020E0187,NC350,12,2,S
4017,10NAM-2211-21@,Z020E0188,NC350,18,3,S
4019,10NAM-2213-21@,Z020E0190,NC350,20,5,S
4020,10NAM-2214-21@,Z020E0191,NC350,14,4,S
4021,10NAM-2214-22@,Z020E0191,NC350,16,5,S
4022,10NAM-2214-23@,Z020E0191,NC350,14,5,S
4023,10NAM-2215-21@,Z020E0192,NC350,16,1,S
4024,10NAM-2215-22@,Z020E0192,NC350,16,4,S
4025,10NAM-2215-23@,Z020E0192,NC350,14,4,T
4026,10NAM-2216-21@,Z020E0194,NC350,14,4,T
4027,10NAM-2216-22@,Z020E0194,NC350,16,3,T
4028,10NAM-2218-21@,Z020E0196,NC350,18,3,S
4029,10NAM-2218-22@,Z020E0196,NC350,16,3,S
4030,10NAM-2219-21@,Z020E0197,NC350,16,4,S
4031,10NAM-2219-22@,Z020E0197,NC350,18,4,S
4032,10NAM-2220-21@,Z020E0198,NC350,18,3,S
4033,10NAM-2221-21@,Z020E0199,NC350,18,3,T
4034,10NAM-2221-22@,Z020E0199,NC350,16,5,S
4035,10NAM-2221-23@,Z020E0199,NC350,,,
4036,10NAM-2222-21@,Z020E0200,NC350,17,2,S
4037,10NAM-2222-22@,Z020E0200,NC350,16,3,S
4038,10NAM-2222-23@,Z020E0200,NC350,14,2,S
4039,10NAM-2222-24@,Z020E0200,NC350,16,3,S
4040,10NAM-2222-25@,Z020E0200,NC350,14,2,S
4041,10NAM-2224-21@,Z020E0232,NC350,18,2,S
4042,10NAM-2224-22@,Z020E0232,NC350,18,4,S
,10NAM-3694-21@,Z024E0069,P39,14,1,S
,10NAM-3697@,Z002E0118,CML103,20,5,S
,10NAM-3698@,Z007E0125,CML333,10,1,S
,10NAM-3699-21@,Z007E0182,CML333,12,2,T
,10NAM-3699-22@,Z007E0182,CML333,14,3,T
,10NAM-3699-23@,Z007E0182,CML333,14,4,T
,10NAM-3701-21@,Z012E0060,Ki11,16,2,T
,10NAM-3701-22@,Z012E0060,Ki11,16,3,S
,10NAM-3702@,Z012E0089,Ki11,16,1,S
,10NAM-3705-21@,Z023E0190,Oh7B,16,4,S
,10NAM-3705-22@,Z023E0190,Oh7B,16,4,S
,10NAM-24-24@,Z018E0014,Mo18W,16,2,T
,10NAM-25-24@,Z018E0015,Mo18W,14,5,T
,10NAM-65-23,Z018E0057,Mo18W,12,3,T
,10NAM-227-25,Z015E0020,M162W,12,5,S
,10NAM-602-23,Z026E0005,Tzi8,14,5,S
,10NAM-899-25,Z007E0120,CML333,16,5,S
,10NAM-1249-22,Z008E0006,CML52,20,4,T
,10NAM-1628-23,Z009E0194,CML69,16,5,S
,10NAM-1691-22,Z021E0056,NC358,18,5,S
,10NAM-1867-22,Z016E0035,M37W,16,5,S
,10NAM-2018-25,Z016E0191,M37W,16,4,S
,10NAM-2023-24,Z016E0196,M37W,16,5,S
,10NAM-2048-24,Z020E0018,NC350,12,3,S
,10NAM-2058-24,Z020E0028,NC350,16,4,S
,10NAM-2019-23,Z016E0192,M37W,20,3,S
,10NAM-2134-23,Z020E0107,NC350,16,3,T
,10NAM-2180-23,Z020E0153,NC350,18,3,T
,10NAM-2197-25,Z020E0171,NC350,16,2,S
,10NAM-2212-21,Z020E0189,NC350,16,5,S
,10NAM-2213-22,Z020E0190,NC350,16,3,S
,10NAM-2205-21,Z020E0181,NC350,16,4,S
